Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLS,2025,Global,Black,Petrol,329956,348,1,Yes
A-Class,2025,Global,Silver,Hybrid,89106,384,1,No
GLS,2025,Global,Black,Petrol,191837,453,1,Yes
C-Class,2025,Global,Orange,Electric,57538,490,1,Yes
GLE,2025,Global,Grey,Electric,139797,357,1,Yes
GLB,2023,Global,Black,Hybrid,87249,407,1,Yes
GLA,2021,Global,Blue,Diesel,56365,300,1,Yes
C-Class,2025,Global,Grey,Hybrid,90484,277,1,Yes
CLS,2025,Global,Red,Electric,76607,499,1,Yes
C-Class,2024,Global,Blue,Petrol,42320,261,1,Yes
E-Class,2023,Global,Green,Petrol,70176,579,1,Yes
A-Class,2022,Global,Green,Hybrid,90614,164,1,Yes
C-Class,2025,Global,White,Hybrid,86514,302,1,No
GLB,2024,Global,Grey,Diesel,47495,251,1,Yes
C-Class,2024,Global,Black,Hybrid,96547,336,1,Yes
S-Class,2020,Global,Grey,Diesel,233971,313,1,Yes
GLA,2020,Global,Black,Petrol,63334,193,1,Yes
GLB,2024,Global,Black,Diesel,70024,383,1,Yes
A-Class,2025,Global,Black,Hybrid,60892,198,1,Yes
GLB,2023,Global,White,Diesel,65981,291,1,Yes
GLC,2021,Global,White,Petrol,80431,263,1,Yes
GLC,2021,Global,White,Diesel,84697,367,1,Yes
E-Class,2022,Global,Silver,Petrol,94806,379,1,Yes
GLC,2021,Global,Black,Petrol,142764,474,1,Yes
GLC,2022,Global,Blue,Hybrid,154432,332,1,Yes
A-Class,2020,Global,Black,Petrol,54305,175,1,Yes
E-Class,2024,Global,Brown,Hybrid,55166,414,1,Yes
GLC,2020,Global,Black,Petrol,129718,215,1,Yes
GLC,2021,Global,Grey,Petrol,117933,313,1,Yes
S-Class,2020,Global,Black,Petrol,237461,453,1,Yes
A-Class,2021,Global,Red,Petrol,81641,192,1,No
GLE,2022,Global,Black,Petrol,127289,319,1,Yes
GLE,2024,Global,White,Diesel,75360,402,1,Yes
E-Class,2021,Global,White,Hybrid,56875,238,1,Yes
C-Class,2025,Global,Grey,Electric,58234,506,1,No
GLB,2020,Global,Green,Petrol,43860,198,1,Yes
GLB,2025,Global,Grey,Hybrid,70353,337,1,No
A-Class,2025,Global,White,Petrol,79484,295,1,Yes
GLC,2022,Global,Silver,Petrol,130001,483,1,Yes
GLB,2022,Global,White,Petrol,67784,377,1,Yes
C-Class,2021,Global,Grey,Petrol,88191,369,1,Yes
GLS,2023,Global,White,Hybrid,348077,415,1,No
S-Class,2025,Global,Black,Electric,198229,693,1,Yes
GLC,2021,Global,Black,Diesel,132096,265,1,Yes
S-Class,2023,Global,Grey,Diesel,378624,581,1,Yes
A-Class,2023,Global,Black,Diesel,57625,270,1,Yes
GLC,2022,Global,Black,Electric,76185,310,1,Yes
GLE,2025,Global,White,Petrol,98259,409,1,Yes
GLC,2021,Global,Green,Petrol,97699,378,1,Yes
CLA,2022,Global,Silver,Hybrid,57381,266,1,Yes
C-Class,2024,Global,Green,Electric,56759,485,1,Yes
A-Class,2021,Global,Yellow,Petrol,47293,402,1,Yes
A-Class,2022,Global,White,Petrol,50249,367,1,Yes
GLC,2021,Global,Blue,Petrol,137779,411,1,Yes
GLC,2020,Global,Grey,Petrol,84870,502,1,Yes
GLA,2022,Global,White,Petrol,68866,414,1,Yes
GLA,2023,Global,Black,Petrol,43794,189,1,Yes
C-Class,2022,Global,Orange,Diesel,83936,421,1,Yes
E-Class,2022,Global,Black,Diesel,92260,307,1,Yes
A-Class,2020,Global,Red,Petrol,78285,312,1,Yes
C-Class,2021,Global,Black,Diesel,57746,271,1,Yes
A-Class,2023,Global,Black,Diesel,73886,293,1,Yes
S-Class,2023,Global,Yellow,Petrol,384407,796,1,Yes
C-Class,2021,Global,Black,Petrol,80760,426,1,Yes
GLC,2022,Global,Blue,Petrol,68159,368,1,Yes
GLE,2022,Global,White,Petrol,126680,565,1,Yes
A-Class,2024,Global,Blue,Petrol,58572,344,1,Yes
GLC,2021,Global,Black,Diesel,74723,233,1,Yes
GLE,2025,Global,Grey,Electric,144415,482,1,No
GLC,2020,Global,Grey,Diesel,60054,296,1,Yes
GLE,2025,Global,Grey,Hybrid,83734,397,1,Yes
GLA,2021,Global,Black,Electric,44966,421,1,Yes
GLA,2023,Global,White,Petrol,64364,164,1,Yes
GLC,2023,Global,Black,Petrol,116915,238,1,Yes
CLS,2023,Global,White,Petrol,98001,406,1,Yes
E-Class,2021,Global,Yellow,Hybrid,37977,544,1,Yes
G-Class,2020,Global,White,Petrol,167358,461,1,Yes
GLA,2023,Global,Black,Diesel,76814,235,1,Yes
GLA,2024,Global,White,Petrol,62315,394,1,Yes
E-Class,2023,Global,White,Petrol,71710,308,1,Yes
E-Class,2021,Global,Grey,Petrol,48326,568,1,Yes
CLA,2024,Global,Silver,Diesel,81890,304,1,Yes
A-Class,2024,Global,Black,Petrol,46264,417,1,Yes
A-Class,2024,Global,Black,Petrol,99233,264,1,Yes
E-Class,2025,Global,Black,Electric,101240,552,1,Yes
GLA,2023,Global,White,Electric,94542,394,1,Yes
GLC,2021,Global,Black,Hybrid,142112,343,1,Yes
A-Class,2022,Global,Blue,Diesel,57017,240,1,Yes
GLC,2020,Global,Green,Petrol,65390,339,1,Yes
C-Class,2023,Global,White,Petrol,54636,349,1,Yes
G-Class,2021,Global,Black,Petrol,166687,578,1,Yes
CLA,2020,Global,Grey,Petrol,70143,313,1,Yes
GLA,2021,Global,Black,Diesel,90446,322,1,Yes
A-Class,2021,Global,Black,Petrol,62284,409,1,Yes
G-Class,2023,Global,White,Electric,208047,465,1,Yes
GLB,2023,Global,Blue,Petrol,81826,342,1,Yes
E-Class,2023,Global,Silver,Petrol,56436,527,1,Yes
C-Class,2020,Global,Blue,Petrol,39989,241,1,Yes
GLB,2025,Global,Grey,Electric,66077,178,1,No
C-Class,2021,Global,Silver,Hybrid,90420,442,1,Yes
C-Class,2021,Global,Silver,Petrol,52861,434,1,No
E-Class,2025,Global,Red,Hybrid,97416,599,1,No
GLC,2023,Global,Red,Hybrid,97836,261,1,Yes
GLC,2021,Global,White,Electric,68640,412,1,Yes
C-Class,2024,Global,White,Electric,73063,340,1,Yes
GLC,2023,Global,White,Hybrid,160897,219,1,Yes
GLA,2022,Global,Green,Petrol,85280,259,1,Yes
GLE,2025,Global,Black,Hybrid,169286,416,1,No
GLC,2020,Global,Black,Petrol,146633,507,1,Yes
GLC,2023,Global,Yellow,Diesel,127965,372,1,Yes
GLC,2025,Global,Grey,Hybrid,162765,431,1,No
GLB,2021,Global,Black,Petrol,40605,251,1,Yes
E-Class,2022,Global,Silver,Electric,80712,277,1,Yes
GLC,2021,Global,Black,Petrol,147164,214,1,Yes
E-Class,2022,Global,Black,Hybrid,54223,311,1,Yes
A-Class,2021,Global,Green,Diesel,44795,390,1,Yes
GLE,2020,Global,Grey,Petrol,73584,331,1,Yes
GLS,2025,Global,Blue,Petrol,222122,534,1,No
GLC,2025,Global,White,Petrol,169994,420,1,Yes
GLA,2024,Global,Blue,Diesel,96125,238,1,Yes
S-Class,2025,Global,White,Diesel,390297,669,1,Yes
G-Class,2025,Global,Black,Diesel,286570,488,1,Yes
E-Class,2023,Global,Silver,Petrol,43674,316,1,Yes
GLC,2020,Global,Grey,Hybrid,84932,254,1,Yes
E-Class,2021,Global,Silver,Petrol,62374,569,1,Yes
GLE,2025,Global,Grey,Petrol,126254,570,1,Yes
GLE,2024,Global,White,Hybrid,106039,557,1,Yes
A-Class,2023,Global,Black,Diesel,71844,248,1,Yes
AMG A 45,2023,Global,Green,Hybrid,153438,407,1,Yes
E-Class,2024,Global,White,Electric,93445,477,1,Yes
GLC,2025,Global,Silver,Diesel,100346,329,1,Yes
CLA,2020,Global,Silver,Hybrid,60680,326,1,Yes
GLE,2022,Global,Silver,Diesel,96235,606,1,Yes
A-Class,2025,Global,Orange,Hybrid,87924,303,1,Yes
GLA,2024,Global,Black,Petrol,79562,289,1,Yes
A-Class,2022,Global,Silver,Electric,84441,366,1,Yes
GLC,2022,Global,Black,Hybrid,123573,224,1,Yes
E-Class,2023,Global,Grey,Electric,66399,215,1,Yes
G-Class,2024,Global,White,Petrol,316979,555,1,Yes
GLE,2020,Global,Black,Diesel,91226,570,1,Yes
C-Class,2022,Global,White,Hybrid,92109,415,1,Yes
AMG A 45,2021,Global,Grey,Petrol,258765,394,1,Yes
E-Class,2022,Global,White,Diesel,69527,591,1,Yes
GLE,2022,Global,Black,Electric,75821,358,1,Yes
GLA,2024,Global,Grey,Diesel,85097,238,1,Yes
C-Class,2023,Global,White,Petrol,96436,405,1,Yes
GLE,2024,Global,Silver,Hybrid,109345,367,1,Yes
G-Class,2021,Global,Blue,Diesel,331697,514,1,Yes
GLE,2023,Global,White,Petrol,71673,393,1,No
AMG A 45,2021,Global,Grey,Petrol,229584,390,1,Yes
A-Class,2021,Global,Black,Petrol,74560,160,1,Yes
GLA,2025,Global,Silver,Electric,48131,233,1,Yes
E-Class,2020,Global,Black,Petrol,69408,211,1,Yes
GLC,2022,Global,Black,Diesel,147269,233,1,Yes
GLE,2020,Global,White,Hybrid,79968,338,1,No
GLC,2020,Global,Red,Petrol,113899,228,1,No
CLA,2025,Global,Yellow,Electric,103556,352,1,No
GLA,2025,Global,White,Petrol,71744,354,1,Yes
GLE,2025,Global,Black,Electric,76102,576,1,Yes
S-Class,2021,Global,Blue,Diesel,327037,393,1,Yes
C-Class,2021,Global,Black,Petrol,78900,496,1,Yes
GLB,2022,Global,White,Petrol,85193,377,1,Yes
GLA,2023,Global,Black,Hybrid,78606,189,1,Yes
G-Class,2021,Global,White,Petrol,308686,567,1,Yes
GLE,2022,Global,White,Petrol,104087,295,1,Yes
C-Class,2025,Global,Black,Petrol,53657,310,1,Yes
A-Class,2024,Global,White,Hybrid,89363,236,1,Yes
A-Class,2023,Global,Silver,Hybrid,44933,222,1,No
A-Class,2022,Global,Red,Petrol,63816,241,1,No
GLB,2020,Global,Silver,Petrol,88525,176,1,Yes
C-Class,2022,Global,Black,Electric,62489,309,1,Yes
A-Class,2025,Global,Silver,Petrol,53463,205,1,No
GLB,2025,Global,Grey,Electric,82315,335,1,No
S-Class,2023,Global,Black,Petrol,204569,618,1,Yes
GLA,2021,Global,Red,Petrol,77919,162,1,Yes
C-Class,2023,Global,Silver,Petrol,39543,215,1,Yes
GLC,2025,Global,Black,Diesel,161172,299,1,No
C-Class,2023,Global,Red,Electric,53960,317,1,Yes
A-Class,2020,Global,Silver,Petrol,87977,250,1,Yes
GLE,2020,Global,White,Petrol,84775,597,1,No
GLA,2024,Global,Grey,Electric,101342,282,1,Yes
GLB,2023,Global,Silver,Hybrid,89777,337,1,Yes
GLC,2024,Global,White,Petrol,114336,234,1,Yes
GLE,2025,Global,Grey,Hybrid,168561,553,1,Yes
AMG GT,2024,Global,Grey,Diesel,233578,620,1,Yes
A-Class,2021,Global,White,Petrol,73867,333,1,Yes
GLC,2022,Global,Black,Diesel,102404,298,1,Yes
A-Class,2022,Global,Black,Hybrid,58226,403,1,Yes
AMG E 63,2024,Global,Black,Electric,209967,592,1,Yes
E-Class,2025,Global,Black,Hybrid,98274,274,1,Yes
GLC,2024,Global,Blue,Diesel,106491,344,1,Yes
CLS,2021,Global,White,Petrol,81716,302,1,Yes
GLB,2020,Global,Black,Petrol,72996,363,1,Yes
E-Class,2021,Global,Grey,Electric,68539,523,1,Yes
GLC,2021,Global,Silver,Hybrid,81668,218,1,Yes
A-Class,2024,Global,Grey,Hybrid,99254,366,1,Yes
A-Class,2020,Global,Black,Hybrid,86170,200,1,Yes
GLC,2023,Global,Silver,Petrol,156463,497,1,Yes
E-Class,2020,Global,Blue,Diesel,62260,248,1,No
GLC,2025,Global,Black,Petrol,136679,470,1,Yes
C-Class,2020,Global,Silver,Petrol,86352,362,1,Yes
E-Class,2024,Global,Black,Diesel,64006,532,1,Yes
E-Class,2024,Global,White,Hybrid,75904,219,1,Yes
GLB,2024,Global,Orange,Hybrid,85075,402,1,No
C-Class,2023,Global,Grey,Hybrid,56756,342,1,Yes
GLE,2025,Global,Blue,Electric,165378,586,1,Yes
GLC,2025,Global,Silver,Hybrid,126359,482,1,Yes
GLC,2024,Global,Red,Petrol,154755,498,1,No
S-Class,2020,Global,Black,Diesel,309310,766,1,Yes
E-Class,2022,Global,White,Petrol,78543,485,1,Yes
GLA,2023,Global,Grey,Petrol,45937,229,1,Yes
GLC,2023,Global,White,Hybrid,139044,305,1,No
GLS,2022,Global,Black,Hybrid,181108,492,1,Yes
GLA,2024,Global,White,Electric,79651,311,1,Yes
C-Class,2020,Global,White,Petrol,48727,236,1,No
GLC,2025,Global,White,Hybrid,86162,406,1,Yes
GLA,2024,Global,White,Electric,94508,318,1,Yes
GLS,2024,Global,Silver,Diesel,155306,472,1,Yes
A-Class,2025,Global,Black,Diesel,72108,377,1,Yes
GLA,2020,Global,Grey,Diesel,65940,173,1,Yes
A-Class,2020,Global,Black,Diesel,68309,385,1,Yes
GLC,2025,Global,Black,Electric,103719,209,1,Yes
GLC,2022,Global,Silver,Petrol,140500,275,1,Yes
GLB,2024,Global,White,Petrol,71283,198,1,No
AMG S 63,2020,Global,Red,Diesel,206025,804,1,No
C-Class,2022,Global,Brown,Petrol,58782,266,1,Yes
GLB,2023,Global,Black,Diesel,43580,350,1,Yes
C-Class,2022,Global,Grey,Electric,93099,498,1,Yes
A-Class,2023,Global,Orange,Diesel,84027,246,1,Yes
E-Class,2023,Global,Black,Hybrid,47192,450,1,No
E-Class,2021,Global,White,Electric,54601,495,1,No
GLE,2023,Global,Brown,Hybrid,99877,297,1,Yes
A-Class,2022,Global,Silver,Hybrid,93807,239,1,Yes
AMG A 45,2020,Global,Grey,Petrol,318272,414,1,Yes
GLE,2021,Global,Blue,Hybrid,141755,598,1,Yes
GLE,2021,Global,White,Diesel,95062,324,1,Yes
GLB,2024,Global,Silver,Petrol,53200,419,1,Yes
GLA,2021,Global,Grey,Hybrid,90230,276,1,No
E-Class,2024,Global,Green,Petrol,73010,597,1,Yes
E-Class,2022,Global,Red,Diesel,66971,497,1,No
S-Class,2020,Global,Blue,Petrol,280361,459,1,Yes
A-Class,2020,Global,Grey,Petrol,72838,257,1,Yes
GLC,2021,Global,Grey,Petrol,86650,372,1,Yes
CLA,2020,Global,Silver,Petrol,69352,251,1,Yes
C-Class,2024,Global,White,Petrol,87476,395,1,Yes
GLC,2022,Global,Black,Diesel,117483,328,1,Yes
GLB,2021,Global,White,Petrol,54469,296,1,Yes
E-Class,2024,Global,Grey,Petrol,93806,561,1,Yes
E-Class,2025,Global,Red,Hybrid,74358,209,1,Yes
CLA,2021,Global,White,Petrol,42446,380,1,Yes
GLA,2024,Global,White,Electric,40662,307,1,Yes
GLS,2023,Global,Blue,Petrol,300452,447,1,Yes
GLS,2024,Global,Silver,Hybrid,275322,406,1,Yes
GLB,2024,Global,Silver,Hybrid,79475,187,1,Yes
GLE,2022,Global,White,Hybrid,136864,560,1,Yes
C-Class,2025,Global,White,Hybrid,55820,225,1,No
GLE,2020,Global,Black,Petrol,128436,301,1,Yes
E-Class,2023,Global,White,Hybrid,58042,612,1,Yes
GLS,2022,Global,Grey,Petrol,275602,335,1,Yes
S-Class,2023,Global,Black,Diesel,382075,737,1,Yes
A-Class,2024,Global,Blue,Petrol,79085,281,1,No
GLE,2024,Global,Yellow,Electric,157972,360,1,No
GLC,2021,Global,Black,Diesel,102077,235,1,Yes
GLE,2020,Global,Silver,Diesel,137623,464,1,Yes
GLB,2025,Global,Grey,Electric,103884,317,1,Yes
A-Class,2020,Global,Silver,Diesel,38437,410,1,Yes
GLC,2024,Global,Silver,Petrol,153913,298,1,Yes
GLB,2023,Global,Black,Petrol,71795,223,1,Yes
GLC,2023,Global,Black,Hybrid,148577,423,1,Yes
GLE,2024,Global,Black,Petrol,137640,364,1,Yes
GLE,2021,Global,White,Petrol,95051,507,1,Yes
A-Class,2021,Global,Silver,Petrol,86408,233,1,Yes
GLS,2020,Global,Blue,Diesel,163462,377,1,No
A-Class,2024,Global,Grey,Petrol,57302,285,1,Yes
GLC,2024,Global,White,Hybrid,123798,232,1,Yes
A-Class,2025,Global,Yellow,Electric,67002,346,1,No
GLE,2023,Global,Silver,Diesel,72469,417,1,Yes
GLS,2021,Global,Black,Petrol,360614,472,1,Yes
GLC,2021,Global,Black,Petrol,115709,434,1,Yes
GLS,2024,Global,Black,Diesel,369217,397,1,Yes
GLA,2023,Global,White,Diesel,43364,381,1,Yes
GLE,2023,Global,Blue,Petrol,155718,501,1,No
GLA,2025,Global,White,Electric,52375,318,1,Yes
C-Class,2021,Global,White,Petrol,84331,434,1,Yes
GLB,2023,Global,Silver,Petrol,38764,313,1,Yes
AMG GT,2025,Global,Black,Hybrid,169200,496,1,Yes
GLE,2023,Global,Green,Petrol,150209,436,1,Yes
GLC,2025,Global,Blue,Petrol,90745,304,1,Yes
GLA,2021,Global,White,Diesel,39770,266,1,Yes
C-Class,2024,Global,Silver,Electric,72312,236,1,Yes
GLB,2024,Global,Grey,Petrol,55753,284,1,Yes
C-Class,2020,Global,White,Diesel,38052,424,1,Yes
GLC,2024,Global,Silver,Electric,141773,505,1,Yes
GLB,2022,Global,White,Petrol,67449,266,1,Yes
AMG GT,2024,Global,Silver,Petrol,388034,710,1,Yes
GLC,2023,Global,Silver,Hybrid,67955,276,1,Yes
GLA,2023,Global,Grey,Petrol,53245,380,1,Yes
C-Class,2023,Global,Blue,Petrol,87459,438,1,Yes
GLB,2023,Global,Black,Hybrid,64732,209,1,Yes
GLB,2022,Global,Grey,Petrol,45338,386,1,Yes
GLE,2021,Global,Silver,Hybrid,127365,403,1,Yes
A-Class,2024,Global,Green,Electric,49331,161,1,Yes
A-Class,2020,Global,White,Petrol,89585,291,1,Yes
CLA,2020,Global,Black,Diesel,36634,292,1,No
GLB,2020,Global,Orange,Petrol,74598,390,1,Yes
GLC,2023,Global,Grey,Petrol,155888,438,1,Yes
CLA,2020,Global,Black,Petrol,73873,289,1,Yes
C-Class,2023,Global,Silver,Petrol,95310,489,1,Yes
CLS,2025,Global,Red,Electric,82448,405,1,Yes
GLC,2021,Global,Black,Diesel,147784,469,1,Yes
A-Class,2021,Global,Grey,Petrol,76702,216,1,Yes
GLA,2021,Global,Silver,Petrol,44973,182,1,Yes
GLC,2021,Global,White,Petrol,67287,285,1,Yes
GLE,2023,Global,Red,Petrol,115790,495,1,Yes
GLC,2023,Global,Black,Hybrid,109313,253,1,Yes
GLB,2021,Global,Grey,Petrol,85394,235,1,Yes
GLC,2025,Global,Black,Electric,76929,434,1,Yes
GLC,2022,Global,Black,Petrol,112012,361,1,Yes
C-Class,2024,Global,Grey,Petrol,65088,203,1,No
C-Class,2023,Global,Black,Petrol,60513,201,1,Yes
CLA,2020,Global,Silver,Diesel,71894,390,1,Yes
AMG A 45,2021,Global,White,Petrol,319505,405,1,Yes
E-Class,2024,Global,Black,Hybrid,100168,433,1,Yes
GLE,2024,Global,White,Hybrid,159588,482,1,No
GLC,2024,Global,Black,Diesel,128507,305,1,Yes
E-Class,2025,Global,Grey,Hybrid,73739,609,1,Yes
A-Class,2022,Global,White,Diesel,47906,287,1,Yes
GLE,2024,Global,Blue,Electric,141138,431,1,Yes
CLS,2020,Global,Grey,Petrol,68859,356,1,Yes
CLA,2020,Global,Black,Diesel,69545,202,1,Yes
A-Class,2020,Global,Silver,Diesel,66545,265,1,Yes
C-Class,2024,Global,Black,Electric,62304,404,1,Yes
GLE,2024,Global,Silver,Hybrid,153742,504,1,Yes
E-Class,2021,Global,White,Diesel,83571,395,1,No
C-Class,2024,Global,White,Electric,90283,281,1,Yes
GLE,2023,Global,White,Hybrid,164599,361,1,Yes
A-Class,2023,Global,Black,Hybrid,44041,207,1,Yes
GLE,2021,Global,Silver,Petrol,138963,514,1,Yes
C-Class,2021,Global,Silver,Petrol,77898,491,1,Yes
GLE,2021,Global,Silver,Diesel,149644,468,1,Yes
G-Class,2023,Global,Green,Diesel,150531,501,1,Yes
E-Class,2023,Global,Grey,Diesel,83133,439,1,Yes
GLE,2024,Global,Black,Petrol,150725,251,1,Yes
GLE,2020,Global,White,Petrol,64857,278,1,Yes
GLC,2022,Global,Silver,Electric,73392,343,1,Yes
E-Class,2024,Global,Black,Diesel,86902,256,1,No
C-Class,2023,Global,Black,Petrol,98904,483,1,Yes
E-Class,2024,Global,Black,Hybrid,83224,441,1,No
C-Class,2023,Global,White,Diesel,41427,393,1,Yes
GLB,2023,Global,Silver,Petrol,97363,267,1,Yes
G-Class,2021,Global,Silver,Diesel,220875,435,1,Yes
GLE,2020,Global,Silver,Hybrid,128032,383,1,Yes
CLA,2025,Global,White,Hybrid,67731,215,1,Yes
CLS,2021,Global,White,Petrol,77304,415,1,Yes
GLC,2020,Global,Brown,Petrol,72139,238,1,Yes
S-Class,2021,Global,Green,Petrol,341624,774,1,Yes
GLE,2024,Global,White,Diesel,151256,295,1,Yes
GLA,2025,Global,Black,Petrol,76380,234,1,Yes
A-Class,2024,Global,Red,Hybrid,61335,208,1,Yes
GLB,2020,Global,Black,Petrol,79889,163,1,Yes
GLA,2020,Global,Black,Petrol,65064,191,1,Yes
C-Class,2022,Global,Green,Diesel,50682,399,1,Yes
GLC,2023,Global,Grey,Petrol,161945,383,1,Yes
GLC,2020,Global,Grey,Petrol,116975,235,1,No
CLA,2024,Global,White,Petrol,51532,354,1,No
C-Class,2022,Global,White,Diesel,53948,259,1,Yes
E-Class,2020,Global,Black,Petrol,54772,394,1,Yes
A-Class,2021,Global,Blue,Diesel,56418,179,1,Yes
A-Class,2023,Global,Silver,Petrol,66965,317,1,Yes
A-Class,2022,Global,White,Diesel,73404,214,1,Yes
GLE,2023,Global,Grey,Hybrid,81058,595,1,Yes
AMG E 63,2020,Global,Grey,Petrol,195515,580,1,Yes
GLE,2022,Global,Grey,Diesel,133015,430,1,Yes
C-Class,2022,Global,Grey,Diesel,94188,231,1,Yes
GLE,2023,Global,White,Hybrid,123578,606,1,Yes
A-Class,2021,Global,White,Petrol,83503,376,1,Yes
GLB,2022,Global,White,Diesel,71935,325,1,Yes
C-Class,2025,Global,Black,Hybrid,94430,490,1,Yes
GLB,2025,Global,Orange,Electric,84141,278,1,Yes
GLB,2022,Global,Silver,Diesel,94042,361,1,Yes
GLA,2024,Global,Blue,Hybrid,94217,325,1,Yes
C-Class,2021,Global,Black,Diesel,92013,394,1,Yes
GLA,2025,Global,Green,Hybrid,41546,321,1,Yes
E-Class,2025,Global,Brown,Electric,104948,489,1,Yes
A-Class,2023,Global,Silver,Petrol,41215,297,1,Yes
GLA,2023,Global,Grey,Petrol,71699,397,1,Yes
AMG E 63,2023,Global,White,Diesel,332432,574,1,No
C-Class,2020,Global,Blue,Diesel,47572,494,1,Yes
GLB,2023,Global,Black,Electric,67340,292,1,No
G-Class,2022,Global,Black,Diesel,276872,553,1,Yes
CLA,2022,Global,Grey,Petrol,63101,364,1,Yes
GLA,2022,Global,Silver,Petrol,80113,359,1,Yes
GLA,2024,Global,White,Petrol,58469,419,1,Yes
E-Class,2020,Global,Grey,Petrol,65924,272,1,No
GLC,2024,Global,Red,Hybrid,126274,386,1,No
GLA,2023,Global,Silver,Petrol,53859,281,1,Yes
GLE,2021,Global,White,Diesel,122593,369,1,No
C-Class,2022,Global,Black,Diesel,41880,211,1,Yes
E-Class,2024,Global,Black,Petrol,85428,359,1,Yes
CLA,2021,Global,Black,Petrol,90199,257,1,No
C-Class,2024,Global,Grey,Petrol,56608,279,1,Yes
GLS,2025,Global,Black,Petrol,354506,336,1,Yes
GLC,2025,Global,Silver,Electric,163437,301,1,Yes
C-Class,2021,Global,Black,Diesel,52267,203,1,Yes
C-Class,2024,Global,Brown,Petrol,71079,270,1,Yes
CLS,2023,Global,White,Electric,51747,491,1,Yes
CLA,2020,Global,Black,Diesel,56397,310,1,Yes
GLB,2024,Global,Black,Hybrid,65002,199,1,Yes
GLE,2023,Global,White,Petrol,144903,294,1,Yes
GLC,2025,Global,Red,Electric,128376,223,1,Yes
GLB,2022,Global,Brown,Hybrid,44213,383,1,No
C-Class,2025,Global,Grey,Hybrid,53231,357,1,Yes
E-Class,2024,Global,Silver,Hybrid,86504,209,1,Yes
C-Class,2020,Global,Black,Diesel,43841,399,1,Yes
CLA,2025,Global,Blue,Hybrid,68957,315,1,Yes
GLC,2023,Global,White,Electric,70540,414,1,Yes
GLS,2023,Global,Black,Diesel,351167,403,1,Yes
E-Class,2022,Global,Yellow,Petrol,81450,212,1,Yes
GLC,2023,Global,Yellow,Hybrid,124088,272,1,Yes
GLC,2022,Global,Brown,Hybrid,142970,382,1,Yes
CLA,2020,Global,Silver,Petrol,41636,245,1,Yes
A-Class,2020,Global,Green,Petrol,45856,162,1,Yes
GLE,2020,Global,Silver,Petrol,141897,289,1,Yes
GLE,2024,Global,Black,Diesel,79609,297,1,No
GLC,2024,Global,White,Petrol,130541,406,1,Yes
GLC,2021,Global,Green,Petrol,89497,382,1,Yes
S-Class,2025,Global,Silver,Petrol,172515,772,1,Yes
GLE,2022,Global,Black,Petrol,116739,404,1,No
GLC,2024,Global,Orange,Hybrid,105582,421,1,Yes
AMG A 45,2025,Global,Black,Hybrid,376111,420,1,Yes
S-Class,2024,Global,White,Electric,202768,352,1,Yes
AMG C 63,2024,Global,White,Electric,210612,482,1,Yes
GLC,2021,Global,Red,Petrol,108486,489,1,Yes
G-Class,2025,Global,White,Electric,294377,516,1,Yes
GLE,2024,Global,Grey,Hybrid,128210,451,1,Yes
GLC,2022,Global,White,Diesel,144226,360,1,Yes
CLA,2023,Global,White,Petrol,52717,209,1,Yes
A-Class,2021,Global,Grey,Diesel,51942,223,1,No
GLC,2022,Global,White,Petrol,114047,261,1,No
GLA,2020,Global,Green,Diesel,45833,315,1,Yes
GLC,2020,Global,White,Diesel,92860,319,1,Yes
G-Class,2025,Global,Blue,Electric,370998,571,1,Yes
GLE,2021,Global,Orange,Diesel,108253,273,1,Yes
GLB,2023,Global,Silver,Petrol,77211,177,1,No
E-Class,2024,Global,White,Petrol,85734,322,1,Yes
GLS,2023,Global,Silver,Petrol,263782,462,1,Yes
GLA,2025,Global,Grey,Petrol,48710,407,1,Yes
E-Class,2024,Global,Silver,Diesel,97384,402,1,Yes
A-Class,2020,Global,Black,Petrol,79711,358,1,No
E-Class,2023,Global,Grey,Petrol,50954,355,1,Yes
GLB,2024,Global,Brown,Electric,78747,184,1,No
GLC,2025,Global,White,Electric,114445,309,1,No
C-Class,2023,Global,Brown,Diesel,83460,475,1,No
C-Class,2024,Global,Red,Hybrid,56095,395,1,Yes
GLE,2020,Global,Grey,Petrol,142233,455,1,Yes
GLA,2025,Global,White,Electric,44256,194,1,Yes
GLE,2022,Global,Black,Diesel,135581,606,1,Yes
GLC,2021,Global,Black,Petrol,91131,350,1,Yes
A-Class,2025,Global,Black,Electric,93267,283,1,Yes
C-Class,2020,Global,Black,Petrol,68378,384,1,No
GLE,2020,Global,White,Petrol,66879,411,1,Yes
A-Class,2022,Global,White,Petrol,94766,284,1,No
CLS,2024,Global,Black,Petrol,41932,443,1,Yes
C-Class,2022,Global,Black,Petrol,53358,378,1,Yes
GLC,2020,Global,Black,Diesel,106717,201,1,Yes
C-Class,2025,Global,Silver,Diesel,63567,405,1,No
GLA,2022,Global,Yellow,Electric,38818,314,1,Yes
A-Class,2025,Global,Silver,Petrol,105687,282,1,Yes
GLE,2025,Global,Silver,Hybrid,151176,342,1,No
A-Class,2024,Global,Grey,Hybrid,70660,213,1,Yes
GLC,2021,Global,Black,Hybrid,97113,280,1,No
GLC,2020,Global,Black,Petrol,82721,475,1,Yes
A-Class,2022,Global,White,Diesel,79277,257,1,Yes
